Poll_ID,Pollster,Date,Parliament_ID,CDUCSU,SPD,Gruene,FDP,Linke,AfD,BSW
BT01220414B,Infratest dimap,2022-04-14,BT,26,24,18,8,4,11,NA
BT13220414A,YouGov,2022-04-14,BT,26,21,18,9,6,12,NA
TH05220416G,INSA,2022-04-16,TH,20,16,7,5,24,22,NA
BT03220416K,Emnid,2022-04-16,BT,25,26,19,8,4,10,NA
BT05220416G,INSA,2022-04-16,BT,26,25,17,10,5,10,NA
NW05220417H,INSA,2022-04-17,NW,29,31,14,10,4,7,NA
BT02220419K,Forsa,2022-04-19,BT,25,25,20,8,4,9,NA
BT05220419H,INSA,2022-04-19,BT,26,23.5,19,9,4.5,11,NA
BW01220421Q,Infratest dimap,2022-04-21,BW,26,15,28,11,3,9,NA
SH01220421H,Infratest dimap,2022-04-21,SH,38,20,16,9,NA,6,NA
BT03220423L,Emnid,2022-04-23,BT,25,25,19,9,4,9,NA
BT05220423I,INSA,2022-04-23,BT,26,24,18,9,5,11,NA
NW01220424I,Infratest dimap,2022-04-24,NW,31,30,16,8,3,7,NA
BT05220425J,INSA,2022-04-25,BT,26.5,24,18,9,4.5,11.5,NA
BY04220426N,GMS,2022-04-26,BY,38,13,16,7,3,9,NA
BT02220426L,Forsa,2022-04-26,BT,25,24,20,9,4,9,NA
BT04220426J,GMS,2022-04-26,BT,26,26,18,8,4,9,NA
BB01220427M,Infratest dimap,2022-04-27,BB,18,30,10,6,7,19,NA
SH01220428I,Infratest dimap,2022-04-28,SH,38,19,16,9,NA,5,NA
BT01220428C,Infratest dimap,2022-04-28,BT,26,24,18,9,3,11,NA
MV05220429B,INSA,2022-04-29,MV,16,35,6,6,11,18,NA
SH06220429J,Forschungsgruppe Wahlen,2022-04-29,SH,38,19,17,7,3,6,NA
BT06220429Y,Forschungsgruppe Wahlen,2022-04-29,BT,23,25,21,9,4,11,NA
BT03220430M,Emnid,2022-04-30,BT,25,23,20,9,5,9,NA
BT05220501K,INSA,2022-05-01,BT,26,23,18,10,4,11,NA
BT05220502L,INSA,2022-05-02,BT,27,23,19,9.5,4.5,10.5,NA
NI02220503O,Forsa,2022-05-03,NI,26,33,19,7,3,6,NA
SH05220503K,INSA,2022-05-03,SH,36,20,16,9,3,6,NA
BT02220503M,Forsa,2022-05-03,BT,26,23,20,9,4,9,NA
NW02220504J,Forsa,2022-05-04,NW,32,28,17,7,3,6,NA
NW01220505K,Infratest dimap,2022-05-05,NW,30,28,16,8,3,8,NA
SH06220505L,Forschungsgruppe Wahlen,2022-05-05,SH,38,18,18,8,NA,6,NA
NW06220506L,Forschungsgruppe Wahlen,2022-05-06,NW,30,28,18,7,3,7,NA
BT03220507N,Emnid,2022-05-07,BT,27,23,19,9,5,9,NA
BT05220507M,INSA,2022-05-07,BT,27,23,18,11,3,10,NA
BT05220509N,INSA,2022-05-09,BT,27.5,22.5,19,10,3.5,10.5,NA
NW05220510M,INSA,2022-05-10,NW,31,29,16,8,3,7,NA
BT02220510N,Forsa,2022-05-10,BT,26,23,21,9,4,9,NA
NW13220512P,YouGov,2022-05-12,NW,31,28,15,10,4,7,NA
NW06220512O,Forschungsgruppe Wahlen,2022-05-12,NW,32,29,17,6,3,7,NA
NW05220512N,INSA,2022-05-12,NW,32,28,16,8,3,7,NA
BT01220512D,Infratest dimap,2022-05-12,BT,26,22,20,8,4,11,NA
BT13220512B,YouGov,2022-05-12,BT,28,20,19,9,5,10,NA
BT03220514O,Emnid,2022-05-14,BT,26,22,20,9,5,10,NA
BT05220514O,INSA,2022-05-14,BT,27,22,18,10,4,10,NA
BT05220516P,INSA,2022-05-16,BT,28,21.5,20.5,9,3,11,NA
NW02220517Q,Forsa,2022-05-17,NW,36,25,21,5,2,5,NA
BT02220517O,Forsa,2022-05-17,BT,27,22,22,8,4,8,NA
HB01220518N,Infratest dimap,2022-05-18,HB,22,30,21,6,8,6,NA
BT06220520A,Forschungsgruppe Wahlen,2022-05-20,BT,26,22,24,7,4,10,NA
BT03220521P,Emnid,2022-05-21,BT,26,22,21,8,5,10,NA
BT05220521Q,INSA,2022-05-21,BT,28,21,19,10,3,10,NA
BT05220523S,INSA,2022-05-23,BT,28.5,22,20,8.5,3,10.5,NA
BY02220524O,Forsa,2022-05-24,BY,39,10,20,5,2,6,NA
BT02220524P,Forsa,2022-05-24,BT,28,21,23,7,4,9,NA
BT09220527I,Allensbach,2022-05-27,BT,29,24,20.5,8,4.5,9,NA
BT03220528Q,Emnid,2022-05-28,BT,27,21,21,8,5,9,NA
BT05220528T,INSA,2022-05-28,BT,27,23,19,9,4,9,NA
BT05220530U,INSA,2022-05-30,BT,27,22,20.5,8.5,3.5,10,NA
BT02220531Q,Forsa,2022-05-31,BT,29,19,24,7,4,9,NA
BT04220531K,GMS,2022-05-31,BT,30,22,20,8,4,7,NA
BT01220602E,Infratest dimap,2022-06-02,BT,27,21,21,8,4,11,NA
BT03220604R,Emnid,2022-06-04,BT,28,20,23,8,4,8,NA
BT05220604V,INSA,2022-06-04,BT,27,22,20,9,4,9,NA
BY02220607P,Forsa,2022-06-07,BY,40,9,20,6,1,7,NA
BT02220607R,Forsa,2022-06-07,BT,27,19,23,8,4,10,NA
BT05220607W,INSA,2022-06-07,BT,27,20,21.5,9.5,3.5,10.5,NA
MV01220608C,Infratest dimap,2022-06-08,MV,19,30,11,4,9,19,NA
BT13220610B,YouGov,2022-06-10,BT,30,18,21,7,6,12,NA
BT03220611S,Emnid,2022-06-11,BT,26,22,23,9,4,8,NA
BT05220611X,INSA,2022-06-11,BT,27,21,21,9,4,10,NA
BT05220613Y,INSA,2022-06-13,BT,27.5,20,21,9.5,3.5,10.5,NA
BT02220614S,Forsa,2022-06-14,BT,27,20,23,8,4,9,NA
BT06220617B,Forschungsgruppe Wahlen,2022-06-17,BT,26,22,25,6,5,10,NA
BT03220618T,Emnid,2022-06-18,BT,28,20,22,8,4,9,NA
BE05220619Q,INSA,2022-06-19,BE,21,21,20,8,12,8,NA
BT05220619A,INSA,2022-06-19,BT,27,20,21,9,4,10,NA
BY04220620Q,GMS,2022-06-20,BY,40,9,20,5,2,8,NA
BT05220620B,INSA,2022-06-20,BT,28,19.5,21,9.5,4,10,NA
NI05220621P,INSA,2022-06-21,NI,29,31,17,8,4,6,NA
BT02220621T,Forsa,2022-06-21,BT,28,19,23,8,4,9,NA
BT04220621L,GMS,2022-06-21,BT,29,21,21,8,4,8,NA
BT09220622J,Allensbach,2022-06-22,BT,27,23,22,8,4.5,10,NA
BT01220623F,Infratest dimap,2022-06-23,BT,26,20,23,8,4,12,NA
BT03220625U,Emnid,2022-06-25,BT,26,20,24,8,4,10,NA
BT05220625C,INSA,2022-06-25,BT,26,20,22,9,4,11,NA
BT05220627D,INSA,2022-06-27,BT,27,20,21.5,9,4,10.5,NA
BT02220628U,Forsa,2022-06-28,BT,26,20,24,8,4,9,NA
BY05220629R,INSA,2022-06-29,BY,37,10,20,7,2,9,NA
NI02220629Q,Forsa,2022-06-29,NI,26,30,22,6,3,7,NA
BT06220701C,Forschungsgruppe Wahlen,2022-07-01,BT,27,21,25,6,5,10,NA
BT03220702V,Emnid,2022-07-02,BT,26,20,25,8,4,10,NA
BT05220702E,INSA,2022-07-02,BT,27,20,22,9,4,11,NA
BT05220704F,INSA,2022-07-04,BT,28,19,21,9.5,4,11,NA
BT02220705V,Forsa,2022-07-05,BT,26,20,24,8,4,9,NA
NI01220706R,Infratest dimap,2022-07-06,NI,27,30,22,7,3,6,NA
BT01220707G,Infratest dimap,2022-07-07,BT,27,19,23,8,4,11,NA
BT13220708C,YouGov,2022-07-08,BT,28,19,20,7,5,12,NA
BT03220709W,Emnid,2022-07-09,BT,25,20,24,7,5,10,NA
BT05220710G,INSA,2022-07-10,BT,28,19,22,8,4,10,NA
BE05220712R,INSA,2022-07-12,BE,20,20,21,7,12,8,NA
BT02220712W,Forsa,2022-07-12,BT,26,19,24,7,5,9,NA
BT05220712H,INSA,2022-07-12,BT,27,20,21,8.5,4.5,11,NA
BW05220713R,INSA,2022-07-13,BW,26,14,29,11,3,10,NA
TH05220713H,INSA,2022-07-13,TH,20,13,8,5,24,24,NA
BT06220715D,Forschungsgruppe Wahlen,2022-07-15,BT,26,21,25,6,5,11,NA
BT03220716X,Emnid,2022-07-16,BT,25,20,24,8,4,11,NA
BT05220716I,INSA,2022-07-16,BT,26,19,22,8,5,11,NA
BT05220718J,INSA,2022-07-18,BT,26.5,18.5,22,8,4.5,12,NA
BT02220719X,Forsa,2022-07-19,BT,26,20,24,6,5,9,NA
BT01220721H,Infratest dimap,2022-07-21,BT,27,19,22,7,4,12,NA
BT03220723Y,Emnid,2022-07-23,BT,25,19,23,8,5,11,NA
BT05220723K,INSA,2022-07-23,BT,27,18,23,8,5,12,NA
BT05220725L,INSA,2022-07-25,BT,26.5,18.5,22,8,5,12,NA
BT02220726Y,Forsa,2022-07-26,BT,26,19,24,6,5,10,NA
BT09220727K,Allensbach,2022-07-27,BT,27.5,22,22,7,5,11,NA
BT04220727M,GMS,2022-07-27,BT,27,18,23,9,5,10,NA
BT03220730A,Emnid,2022-07-30,BT,26,21,22,7,5,11,NA
BT05220730M,INSA,2022-07-30,BT,26,19,22,9,5,12,NA
BT05220801N,INSA,2022-08-01,BT,26.5,18.5,22,8,5,12,NA
BT02220802A,Forsa,2022-08-02,BT,27,18,24,7,5,10,NA
TH01220804I,Infratest dimap,2022-08-04,TH,22,11,7,5,22,25,NA
BT01220804I,Infratest dimap,2022-08-04,BT,28,17,23,7,4,13,NA
BT03220806B,Emnid,2022-08-06,BT,25,21,23,6,5,11,NA
BT05220806O,INSA,2022-08-06,BT,27,19,21,9,5,12,NA
BT05220808P,INSA,2022-08-08,BT,27,18,21.5,8,5.5,12.5,NA
BT02220809B,Forsa,2022-08-09,BT,26,18,24,7,5,10,NA
BT06220812E,Forschungsgruppe Wahlen,2022-08-12,BT,26,19,26,7,4,12,NA
BT13220812D,YouGov,2022-08-12,BT,27,19,21,6,6,14,NA
BT03220813C,Emnid,2022-08-13,BT,27,21,22,7,5,11,NA
BT05220813Q,INSA,2022-08-13,BT,27,19,22,9,5,12,NA
BT05220815R,INSA,2022-08-15,BT,28,19,22,8,5,12,NA
BT02220816C,Forsa,2022-08-16,BT,26,18,25,6,4,11,NA
BT01220818J,Infratest dimap,2022-08-18,BT,28,18,23,7,4,12,NA
BT03220820D,Emnid,2022-08-20,BT,28,20,23,6,4,12,NA
BT05220820S,INSA,2022-08-20,BT,28,19,21,8,5,12,NA
BT05220822T,INSA,2022-08-22,BT,28,18.5,21,7.5,5.5,13,NA
BT02220823D,Forsa,2022-08-23,BT,26,18,25,7,4,11,NA
BT09220824L,Allensbach,2022-08-24,BT,29,19.5,21,8,5,12,NA
NW05220825R,INSA,2022-08-25,NW,36,22,21,7,3,5,NA
BT03220827E,Emnid,2022-08-27,BT,26,19,23,7,5,12,NA
BT05220827U,INSA,2022-08-27,BT,28,20,21,8,5,12,NA
BT05220829V,INSA,2022-08-29,BT,27.5,19,20.5,8,5.5,13,NA
NI02220830S,Forsa,2022-08-30,NI,26,29,22,6,3,8,NA
BT02220830E,Forsa,2022-08-30,BT,26,17,25,7,5,11,NA
NI01220831T,Infratest dimap,2022-08-31,NI,27,31,19,6,4,7,NA
BT01220901K,Infratest dimap,2022-09-01,BT,27,17,22,8,5,13,NA
NI05220903U,INSA,2022-09-03,NI,28,31,19,7,4,7,NA
BT03220903F,Emnid,2022-09-03,BT,24,21,22,8,5,12,NA
BT05220903W,INSA,2022-09-03,BT,28,19,20,8,5,13,NA
BT02220906F,Forsa,2022-09-06,BT,26,18,24,7,5,11,NA
BT05220906X,INSA,2022-09-06,BT,28,18,20.5,7.5,5.5,13.5,NA
BT06220909F,Forschungsgruppe Wahlen,2022-09-09,BT,28,19,23,6,5,13,NA
BT03220910G,Emnid,2022-09-10,BT,25,20,21,8,5,12,NA
BT05220910Y,INSA,2022-09-10,BT,27,19,20,8,5,13,NA
BT05220912A,INSA,2022-09-12,BT,28,18,20,8,5.5,13.5,NA
BT02220913G,Forsa,2022-09-13,BT,28,19,20,6,5,13,NA
BT01220915L,Infratest dimap,2022-09-15,BT,28,17,21,7,5,14,NA
BT09220916M,Allensbach,2022-09-16,BT,30,20,19,7,5.5,13,NA
BT13220916E,YouGov,2022-09-16,BT,29,16,19,6,7,14,NA
BT03220917H,Emnid,2022-09-17,BT,26,20,21,7,5,13,NA
BT05220917B,INSA,2022-09-17,BT,28,19,19,7,6,13,NA
BT02220920H,Forsa,2022-09-20,BT,28,19,19,7,5,13,NA
BT05220920C,INSA,2022-09-20,BT,28.5,18.5,19,7.5,5.5,14,NA
BY04220921S,GMS,2022-09-21,BY,40,8,18,6,2,11,NA
BE01220921S,Infratest dimap,2022-09-21,BE,21,17,22,6,12,10,NA
TH05220921J,INSA,2022-09-21,TH,20,11,8,5,23,26,NA
BT04220921N,GMS,2022-09-21,BT,28,18,21,7,4,13,NA
NI01220922V,Infratest dimap,2022-09-22,NI,28,32,17,5,4,9,NA
BT03220924I,Emnid,2022-09-24,BT,27,19,20,7,5,14,NA
BT05220924D,INSA,2022-09-24,BT,28,19,19,8,5,14,NA
BT05220926E,INSA,2022-09-26,BT,27.5,18,19.5,8,5.5,15,NA
BT02220927I,Forsa,2022-09-27,BT,28,18,20,7,5,13,NA
BB01220928N,Infratest dimap,2022-09-28,BB,18,24,11,4,9,24,NA
NI02220928B,Forsa,2022-09-28,NI,27,31,19,5,3,9,NA
NI01220929C,Infratest dimap,2022-09-29,NI,30,32,16,5,3,9,NA
RP01220929J,Infratest dimap,2022-09-29,RP,27,27,14,8,NA,12,NA
NI06220930D,Forschungsgruppe Wahlen,2022-09-30,NI,27,32,16,5,4,11,NA
NW02220930S,Forsa,2022-09-30,NW,36,21,20,5,3,9,NA
BT06220930G,Forschungsgruppe Wahlen,2022-09-30,BT,27,18,22,7,5,14,NA
BT03221001J,Emnid,2022-10-01,BT,27,19,21,8,5,13,NA
BT05221001F,INSA,2022-10-01,BT,28,19,18,8,6,15,NA
NI05221004E,INSA,2022-10-04,NI,28,31,16,5,4,11,NA
BT02221004J,Forsa,2022-10-04,BT,28,18,20,6,5,14,NA
BT05221004G,INSA,2022-10-04,BT,27.5,19,18.5,8,5.5,15,NA
NI06221006F,Forschungsgruppe Wahlen,2022-10-06,NI,28,33,16,5,3.5,10,NA
BT01221006M,Infratest dimap,2022-10-06,BT,28,17,19,7,5,15,NA
NI02221008G,Forsa,2022-10-08,NI,27,33,17,5,3,9,NA
BT03221008K,Emnid,2022-10-08,BT,27,18,20,8,6,14,NA
BT05221008H,INSA,2022-10-08,BT,27,19,19,8,5,15,NA
BT05221010I,INSA,2022-10-10,BT,27.5,19.5,19,7.5,5,15,NA
BB05221011O,INSA,2022-10-11,BB,17,22,11,4,10,25,NA
BT02221011K,Forsa,2022-10-11,BT,28,18,20,6,5,14,NA
BY01221013T,Infratest dimap,2022-10-13,BY,37,10,18,3,NA,12,NA
BT01221013N,Infratest dimap,2022-10-13,BT,26,19,20,6,5,15,NA
BT13221014F,YouGov,2022-10-14,BT,29,16,19,6,6,15,NA
BT03221015L,Emnid,2022-10-15,BT,25,20,21,6,5,15,NA
BT05221016J,INSA,2022-10-16,BT,28,19,18,8,5,15,NA
BT05221017K,INSA,2022-10-17,BT,27.5,19.5,18.5,7.5,4.5,15.5,NA
BY05221018U,INSA,2022-10-18,BY,39,10,20,6,2,10,NA
BT02221018L,Forsa,2022-10-18,BT,27,20,20,6,4,14,NA
HE01221019M,Infratest dimap,2022-10-19,HE,27,22,22,6,3,12,NA
MV01221019D,Infratest dimap,2022-10-19,MV,17,28,8,4,11,24,NA
BT09221020N,Allensbach,2022-10-20,BT,30.5,19,19,7,5,14,NA
BT06221021H,Forschungsgruppe Wahlen,2022-10-21,BT,28,19,21,6,5,15,NA
BT03221022M,Emnid,2022-10-22,BT,23,22,20,7,4,16,NA
NW01221023T,Infratest dimap,2022-10-23,NW,32,23,22,5,NA,9,NA
BT05221023L,INSA,2022-10-23,BT,27,20,18,8,5,15,NA
BT02221025M,Forsa,2022-10-25,BT,28,19,20,6,4,14,NA
BT05221025M,INSA,2022-10-25,BT,26.5,20.5,17.5,8.5,4.5,15,NA
BY04221026V,GMS,2022-10-26,BY,39,9,18,4,2,13,NA
BT04221026O,GMS,2022-10-26,BT,28,18,20,6,4,15,NA
BW01221027S,Infratest dimap,2022-10-27,BW,26,15,27,9,3,13,NA
BY02221028W,Forsa,2022-10-28,BY,41,10,18,3,2,8,NA
BT03221029N,Emnid,2022-10-29,BT,25,21,20,7,5,15,NA
BT05221030N,INSA,2022-10-30,BT,26,20,18,9,5,15,NA
BT05221101O,INSA,2022-11-01,BT,26,20.5,18,9,4.5,15,NA
BW05221102T,INSA,2022-11-02,BW,28,13,26,10,3,13,NA
BT02221102N,Forsa,2022-11-02,BT,27,20,20,6,4,14,NA
BT01221103O,Infratest dimap,2022-11-03,BT,28,19,19,6,5,14,NA
BT03221105O,Emnid,2022-11-05,BT,26,21,19,8,5,14,NA
BT05221106Q,INSA,2022-11-06,BT,27,21,17,8,5,15,NA
BT05221107R,INSA,2022-11-07,BT,27,21,17.5,8,4.5,14.5,NA
BT02221108O,Forsa,2022-11-08,BT,28,19,19,6,5,14,NA
TH05221110K,INSA,2022-11-10,TH,21,11,7,5,23,25,NA
BT01221110P,Infratest dimap,2022-11-10,BT,28,18,19,7,4,14,NA
BT06221111I,Forschungsgruppe Wahlen,2022-11-11,BT,28,19,22,5,5,15,NA
BT13221111G,YouGov,2022-11-11,BT,29,18,20,5,7,16,NA
BT03221112P,Emnid,2022-11-12,BT,26,21,20,7,5,14,NA
BT05221113S,INSA,2022-11-13,BT,28,21,18,7,4,15,NA
BT05221114T,INSA,2022-11-14,BT,27.5,20.5,17.5,7,4.5,15,NA
BT02221115P,Forsa,2022-11-15,BT,28,19,20,6,4,14,NA
BE05221116U,INSA,2022-11-16,BE,21,20,20,7,12,10,NA
BT03221119Q,Emnid,2022-11-19,BT,27,20,19,7,5,13,NA
BT05221120U,INSA,2022-11-20,BT,28,20,17,7,5,15,NA
BT05221121V,INSA,2022-11-21,BT,28,20,17,7.5,5,15,NA
BT02221122Q,Forsa,2022-11-22,BT,28,19,20,6,5,13,NA
BE01221123V,Infratest dimap,2022-11-23,BE,21,19,22,5,11,10,NA
BT09221124O,Allensbach,2022-11-24,BT,29.5,20,20,7,4,14,NA
RP05221125K,INSA,2022-11-25,RP,28,28,13,5,2,13,NA
BT06221125J,Forschungsgruppe Wahlen,2022-11-25,BT,28,19,22,5,6,14,NA
BT03221126R,Emnid,2022-11-26,BT,29,19,19,7,4,13,NA
BT05221127W,INSA,2022-11-27,BT,27,21,18,7,5,15,NA
BT05221128X,INSA,2022-11-28,BT,27,21,17.5,7,5,15,NA
BT02221129R,Forsa,2022-11-29,BT,29,19,20,6,5,12,NA
BT01221201Q,Infratest dimap,2022-12-01,BT,30,18,18,5,5,15,NA
BT04221202P,GMS,2022-12-02,BT,28,18,21,7,4,12,NA
BT03221203S,Emnid,2022-12-03,BT,27,18,20,7,5,14,NA
BT05221203Y,INSA,2022-12-03,BT,28,20,17,7,5,15,NA
BT02221206S,Forsa,2022-12-06,BT,29,19,19,7,5,12,NA
BT05221206A,INSA,2022-12-06,BT,28,20.5,17,7,5,14.5,NA
BT01221208R,Infratest dimap,2022-12-08,BT,29,18,18,6,5,15,NA
BT03221210T,Emnid,2022-12-10,BT,27,19,19,6,5,15,NA
BT05221211B,INSA,2022-12-11,BT,28,20,18,7,4,15,NA
BT02221213T,Forsa,2022-12-13,BT,29,19,19,7,5,12,NA
BT05221213C,INSA,2022-12-13,BT,28.5,20,18,7,4.5,15.5,NA
RP01221215L,Infratest dimap,2022-12-15,RP,29,28,15,5,NA,11,NA
BT06221216K,Forschungsgruppe Wahlen,2022-12-16,BT,28,20,20,6,5,15,NA
BT03221217U,Emnid,2022-12-17,BT,28,18,19,7,5,14,NA
BT05221217D,INSA,2022-12-17,BT,27,21,18,7,5,15,NA
BT05221219E,INSA,2022-12-19,BT,27.5,21,17.5,7.5,4.5,14.5,NA
BT02221220U,Forsa,2022-12-20,BT,28,19,19,7,5,13,NA
BE05221221W,INSA,2022-12-21,BE,21,21,20,6,12,10,NA
BT09221221P,Allensbach,2022-12-21,BT,30,22,18,7.5,4.5,12,NA
BT13221222H,YouGov,2022-12-22,BT,30,19,17,7,5,14,NA
BT03221224V,Emnid,2022-12-24,BT,29,19,18,7,5,14,NA
BT05221224F,INSA,2022-12-24,BT,27,21,17,8,5,14,NA
BB21221228P,Policy Matters,2022-12-28,BB,17,27,7,6,9,23,NA
BT05221231G,INSA,2022-12-31,BT,26,20,18,7,5,15,NA
BT05230102H,INSA,2023-01-02,BT,27,20,17.5,7.5,4.5,15,NA
BY04230104X,GMS,2023-01-04,BY,41,9,18,4,2,10,NA
BT04230104Q,GMS,2023-01-04,BT,29,19,17,7,5,14,NA
BT01230105S,Infratest dimap,2023-01-05,BT,29,18,19,6,5,15,NA
BT05230108I,INSA,2023-01-08,BT,27,20,18,7,5,15,NA
BT05230109J,INSA,2023-01-09,BT,27,20,17.5,7.5,5,15,NA
BT02230110V,Forsa,2023-01-10,BT,29,18,20,7,5,13,NA
BY01230111Y,Infratest dimap,2023-01-11,BY,38,9,18,4,NA,13,NA
BY05230112A,INSA,2023-01-12,BY,40,10,19,5,2,10,NA
BT06230113M,Forschungsgruppe Wahlen,2023-01-13,BT,27,20,21,6,6,14,NA
BT13230113I,YouGov,2023-01-13,BT,27,18,17,8,6,16,NA
BT03230114W,Emnid,2023-01-14,BT,28,19,18,7,4,14,NA
BT05230114K,INSA,2023-01-14,BT,27,20,17,8,5,15,NA
BT05230116L,INSA,2023-01-16,BT,28,21,16.5,7.5,5,15,NA
BT02230117W,Forsa,2023-01-17,BT,28,18,20,7,5,13,NA
BE01230118X,Infratest dimap,2023-01-18,BE,23,18,21,6,11,11,NA
BT01230119T,Infratest dimap,2023-01-19,BT,29,19,19,6,4,14,NA
BT03230121X,Emnid,2023-01-21,BT,27,20,20,6,5,14,NA
BT05230121M,INSA,2023-01-21,BT,28,20,16,7,5,15,NA
BT05230123N,INSA,2023-01-23,BT,28,20.5,16.5,7.5,4.5,15,NA
BT02230124X,Forsa,2023-01-24,BT,28,19,20,7,5,12,NA
MV02230126E,Forsa,2023-01-26,MV,18,27,9,4,12,21,NA
BT09230126Q,Allensbach,2023-01-26,BT,31,21,17,6,4.5,14,NA
BT06230127N,Forschungsgruppe Wahlen,2023-01-27,BT,27,21,19,6,6,15,NA
BT03230128Y,Emnid,2023-01-28,BT,27,21,19,7,5,14,NA
BT05230128O,INSA,2023-01-28,BT,29,20,16,7,5,15,NA
BT05230130P,INSA,2023-01-30,BT,28.5,20.5,16,7.5,5,15,NA
BT02230131Y,Forsa,2023-01-31,BT,27,20,19,7,5,13,NA
TH05230201L,INSA,2023-02-01,TH,22,10,6,5,25,26,NA
BE01230202Y,Infratest dimap,2023-02-02,BE,25,19,18,6,12,10,NA
BT01230202V,Infratest dimap,2023-02-02,BT,27,20,18,7,4,15,NA
BE06230203A,Forschungsgruppe Wahlen,2023-02-03,BE,24,21,18,6,11,10,NA
NW02230203V,Forsa,2023-02-03,NW,36,22,18,5,3,8,NA
BT03230204A,Emnid,2023-02-04,BT,25,21,19,7,5,15,NA
BT05230204Q,INSA,2023-02-04,BT,28,21,16,8,5,15,NA
BE02230205B,Forsa,2023-02-05,BE,26,17,18,5,12,10,NA
BT05230206R,INSA,2023-02-06,BT,27,21,16,8,5,15.5,NA
BT02230207A,Forsa,2023-02-07,BT,28,21,18,7,5,13,NA
BE06230209D,Forschungsgruppe Wahlen,2023-02-09,BE,25,21,17,6,11,10,NA
BE05230209C,INSA,2023-02-09,BE,25,19,18,6,12,10,NA
BT13230210K,YouGov,2023-02-10,BT,27,19,16,6,6,17,NA
BT03230211B,Emnid,2023-02-11,BT,25,21,19,7,5,15,NA
BT05230211B,INSA,2023-02-11,BT,28,20,16,8,5,16,NA
BT05230213C,INSA,2023-02-13,BT,28,20,16,7.5,5,16,NA
BT02230214B,Forsa,2023-02-14,BT,28,21,18,6,5,13,NA
BT09230215R,Allensbach,2023-02-15,BT,30,22.5,16,7.5,4,14,NA
NI02230216H,Forsa,2023-02-16,NI,26,33,17,5,3,10,NA
BT01230216W,Infratest dimap,2023-02-16,BT,29,19,17,6,5,15,NA
BY02230217B,Forsa,2023-02-17,BY,42,10,16,3,NA,9,NA
BT06230217O,Forschungsgruppe Wahlen,2023-02-17,BT,30,20,19,5,5,14,NA
BT03230218C,Emnid,2023-02-18,BT,26,21,18,7,5,15,NA
BT05230218D,INSA,2023-02-18,BT,29,21,16,7,5,16,NA
BT05230220E,INSA,2023-02-20,BT,29,21.5,15.5,7,5,15.5,NA
BT02230221C,Forsa,2023-02-21,BT,31,19,17,6,5,13,NA
BT04230221R,GMS,2023-02-21,BT,29,19,17,7,5,15,NA
BT03230225D,Emnid,2023-02-25,BT,29,21,17,6,5,15,NA
BT05230225F,INSA,2023-02-25,BT,29,21,16,7,5,15,NA
BT05230227G,INSA,2023-02-27,BT,29.5,20.5,15.5,7.5,4.5,15.5,NA
BT02230228D,Forsa,2023-02-28,BT,31,20,17,5,5,13,NA
HB01230301O,Infratest dimap,2023-03-01,HB,27,28,19,4,8,7,NA
BT01230302X,Infratest dimap,2023-03-02,BT,31,18,17,6,5,14,NA
BT06230303P,Forschungsgruppe Wahlen,2023-03-03,BT,29,21,18,5,5,15,NA
BT03230304E,Emnid,2023-03-04,BT,28,20,18,6,6,14,NA
BT05230305H,INSA,2023-03-05,BT,30,20,16,7,5,15,NA
BT02230307E,Forsa,2023-03-07,BT,31,20,17,5,5,13,NA
BT05230307I,INSA,2023-03-07,BT,29.5,20,15.5,7.5,5,15.5,NA
BT13230310L,YouGov,2023-03-10,BT,28,20,16,6,7,17,NA
BT03230311F,Emnid,2023-03-11,BT,29,19,19,7,5,13,NA
BT05230311J,INSA,2023-03-11,BT,29,21,16,7,4,15,NA
BT05230313K,INSA,2023-03-13,BT,28.5,21.5,15.5,7.5,4,16,NA
HE01230314N,Infratest dimap,2023-03-14,HE,32,20,22,5,3,11,NA
BT02230314F,Forsa,2023-03-14,BT,29,20,17,6,5,14,NA
BT01230316Y,Infratest dimap,2023-03-16,BT,30,18,16,7,5,15,NA
BT06230317Q,Forschungsgruppe Wahlen,2023-03-17,BT,29,21,19,5,5,14,NA
BT03230318G,Emnid,2023-03-18,BT,28,19,18,7,5,15,NA
BT05230319L,INSA,2023-03-19,BT,28,21,15,8,5,16,NA
BT05230320M,INSA,2023-03-20,BT,28,21.5,15,7.5,5,16,NA
ST05230321C,INSA,2023-03-21,ST,35,8,7,6,11,26,NA
BT02230321G,Forsa,2023-03-21,BT,29,19,18,6,5,14,NA
BW01230323U,Infratest dimap,2023-03-23,BW,27,15,26,10,NA,12,NA
SL01230323O,Infratest dimap,2023-03-23,SL,28,38,8,5,3,10,NA
BT09230323S,Allensbach,2023-03-23,BT,31,21,16,6.5,4.5,15,NA
BT03230325H,Emnid,2023-03-25,BT,28,18,18,7,5,15,NA
BT05230325N,INSA,2023-03-25,BT,28,21,16,8,4,15,NA
BT05230327O,INSA,2023-03-27,BT,28,20.5,16,8,4,15.5,NA
BT02230328H,Forsa,2023-03-28,BT,29,19,18,6,4,14,NA
NW02230330W,Forsa,2023-03-30,NW,38,20,17,5,4,8,NA
RP01230330M,Infratest dimap,2023-03-30,RP,29,28,14,5,NA,12,NA
BT06230331R,Forschungsgruppe Wahlen,2023-03-31,BT,30,19,17,7,5,15,NA
BT03230401I,Emnid,2023-04-01,BT,28,18,19,7,4,15,NA
